"okresVysledkyId","okresId","nuts4","stranaId","hlasy","hlasyPct"
1,1,"CZ0100",1,375,0.11
2,1,"CZ0100",2,1095,0.32
3,1,"CZ0100",3,939,0.27
4,1,"CZ0100",4,216,0.06
5,1,"CZ0100",5,65259,18.89
6,1,"CZ0100",6,2948,0.85
7,1,"CZ0100",7,9712,2.81
8,1,"CZ0100",8,159,0.05
9,1,"CZ0100",9,13156,3.81
10,1,"CZ0100",10,307,0.09
11,1,"CZ0100",11,272,0.08
12,1,"CZ0100",12,1629,0.47
13,1,"CZ0100",13,483,0.14
14,1,"CZ0100",14,180,0.05
15,1,"CZ0100",15,223,0.06
16,1,"CZ0100",16,2293,0.66
17,1,"CZ0100",17,320,0.09
18,1,"CZ0100",18,71,0.02
19,1,"CZ0100",19,655,0.19
20,1,"CZ0100",21,86,0.02
21,1,"CZ0100",22,355,0.10
22,1,"CZ0100",23,267,0.08
23,1,"CZ0100",24,12805,3.71
24,1,"CZ0100",25,3005,0.87
25,1,"CZ0100",26,71687,20.75
26,1,"CZ0100",27,66099,19.13
27,1,"CZ0100",28,19958,5.78
28,1,"CZ0100",29,191,0.06
29,1,"CZ0100",30,46137,13.35
30,1,"CZ0100",31,328,0.09
31,1,"CZ0100",32,86,0.02
32,1,"CZ0100",33,68,0.02
33,1,"CZ0100",34,1694,0.49
34,1,"CZ0100",35,319,0.09
35,1,"CZ0100",36,587,0.17
36,1,"CZ0100",37,3476,1.01
37,1,"CZ0100",38,44,0.01
38,1,"CZ0100",39,16505,4.78
39,1,"CZ0100",40,1569,0.45
40,2,"CZ0201",1,32,0.14
41,2,"CZ0201",2,104,0.44
42,2,"CZ0201",3,82,0.35
43,2,"CZ0201",4,16,0.07
44,2,"CZ0201",5,3492,14.78
45,2,"CZ0201",6,352,1.49
46,2,"CZ0201",7,975,4.13
47,2,"CZ0201",8,10,0.04
48,2,"CZ0201",9,1468,6.21
49,2,"CZ0201",10,55,0.23
50,2,"CZ0201",11,74,0.31
51,2,"CZ0201",12,206,0.87
52,2,"CZ0201",13,61,0.26
53,2,"CZ0201",14,29,0.12
54,2,"CZ0201",15,30,0.13
55,2,"CZ0201",16,196,0.83
56,2,"CZ0201",17,11,0.05
57,2,"CZ0201",18,12,0.05
58,2,"CZ0201",19,67,0.28
59,2,"CZ0201",21,5,0.02
60,2,"CZ0201",22,24,0.10
61,2,"CZ0201",23,28,0.12
62,2,"CZ0201",24,527,2.23
63,2,"CZ0201",25,151,0.64
64,2,"CZ0201",26,2900,12.27
65,2,"CZ0201",27,3377,14.29
66,2,"CZ0201",28,1882,7.97
67,2,"CZ0201",29,12,0.05
68,2,"CZ0201",30,5318,22.51
69,2,"CZ0201",31,40,0.17
70,2,"CZ0201",32,10,0.04
71,2,"CZ0201",33,6,0.03
72,2,"CZ0201",34,135,0.57
73,2,"CZ0201",35,29,0.12
74,2,"CZ0201",36,96,0.41
75,2,"CZ0201",37,118,0.50
76,2,"CZ0201",38,2,0.01
77,2,"CZ0201",39,1599,6.77
78,2,"CZ0201",40,96,0.41
79,3,"CZ0202",1,39,0.18
80,3,"CZ0202",2,104,0.49
81,3,"CZ0202",3,68,0.32
82,3,"CZ0202",4,13,0.06
83,3,"CZ0202",5,3818,18.06
84,3,"CZ0202",6,349,1.65
85,3,"CZ0202",7,873,4.13
86,3,"CZ0202",8,13,0.06
87,3,"CZ0202",9,1674,7.92
88,3,"CZ0202",10,33,0.16
89,3,"CZ0202",11,36,0.17
90,3,"CZ0202",12,175,0.83
91,3,"CZ0202",13,50,0.24
92,3,"CZ0202",14,19,0.09
93,3,"CZ0202",15,23,0.11
94,3,"CZ0202",16,158,0.75
95,3,"CZ0202",17,14,0.07
96,3,"CZ0202",18,10,0.05
97,3,"CZ0202",19,60,0.28
98,3,"CZ0202",21,7,0.03
99,3,"CZ0202",22,47,0.22
100,3,"CZ0202",23,27,0.13
101,3,"CZ0202",24,683,3.23
102,3,"CZ0202",25,149,0.70
103,3,"CZ0202",26,2570,12.16
104,3,"CZ0202",27,3351,15.85
105,3,"CZ0202",28,1552,7.34
106,3,"CZ0202",29,10,0.05
107,3,"CZ0202",30,3958,18.72
108,3,"CZ0202",31,46,0.22
109,3,"CZ0202",32,6,0.03
110,3,"CZ0202",33,4,0.02
111,3,"CZ0202",34,157,0.74
112,3,"CZ0202",35,23,0.11
113,3,"CZ0202",36,55,0.26
114,3,"CZ0202",37,133,0.63
115,3,"CZ0202",38,4,0.02
116,3,"CZ0202",39,727,3.44
117,3,"CZ0202",40,100,0.47
118,4,"CZ0203",1,79,0.24
119,4,"CZ0203",2,160,0.48
120,4,"CZ0203",3,82,0.25
121,4,"CZ0203",4,17,0.05
122,4,"CZ0203",5,5090,15.24
123,4,"CZ0203",6,582,1.74
124,4,"CZ0203",7,1240,3.71
125,4,"CZ0203",8,34,0.10
126,4,"CZ0203",9,2837,8.49
127,4,"CZ0203",10,71,0.21
128,4,"CZ0203",11,99,0.30
129,4,"CZ0203",12,329,0.98
130,4,"CZ0203",13,83,0.25
131,4,"CZ0203",14,44,0.13
132,4,"CZ0203",15,50,0.15
133,4,"CZ0203",16,289,0.87
134,4,"CZ0203",17,25,0.07
135,4,"CZ0203",18,10,0.03
136,4,"CZ0203",19,103,0.31
137,4,"CZ0203",21,9,0.03
138,4,"CZ0203",22,131,0.39
139,4,"CZ0203",23,20,0.06
140,4,"CZ0203",24,1062,3.18
141,4,"CZ0203",25,297,0.89
142,4,"CZ0203",26,3861,11.56
143,4,"CZ0203",27,5014,15.01
144,4,"CZ0203",28,3123,9.35
145,4,"CZ0203",29,29,0.09
146,4,"CZ0203",30,6898,20.65
147,4,"CZ0203",31,43,0.13
148,4,"CZ0203",32,21,0.06
149,4,"CZ0203",33,16,0.05
150,4,"CZ0203",34,250,0.75
151,4,"CZ0203",35,91,0.27
152,4,"CZ0203",36,71,0.21
153,4,"CZ0203",37,181,0.54
154,4,"CZ0203",38,3,0.01
155,4,"CZ0203",39,903,2.70
156,4,"CZ0203",40,161,0.48
157,5,"CZ0204",1,24,0.11
158,5,"CZ0204",2,124,0.56
159,5,"CZ0204",3,93,0.42
160,5,"CZ0204",4,15,0.07
161,5,"CZ0204",5,2975,13.46
162,5,"CZ0204",6,358,1.62
163,5,"CZ0204",7,818,3.70
164,5,"CZ0204",8,9,0.04
165,5,"CZ0204",9,1758,7.96
166,5,"CZ0204",10,35,0.16
167,5,"CZ0204",11,39,0.18
168,5,"CZ0204",12,203,0.92
169,5,"CZ0204",13,61,0.28
170,5,"CZ0204",14,14,0.06
171,5,"CZ0204",15,58,0.26
172,5,"CZ0204",16,180,0.81
173,5,"CZ0204",17,14,0.06
174,5,"CZ0204",18,10,0.05
175,5,"CZ0204",19,67,0.30
176,5,"CZ0204",21,5,0.02
177,5,"CZ0204",22,78,0.35
178,5,"CZ0204",23,25,0.11
179,5,"CZ0204",24,487,2.20
180,5,"CZ0204",25,150,0.68
181,5,"CZ0204",26,3758,17.01
182,5,"CZ0204",27,2914,13.19
183,5,"CZ0204",28,2076,9.39
184,5,"CZ0204",29,11,0.05
185,5,"CZ0204",30,4637,20.98
186,5,"CZ0204",31,23,0.10
187,5,"CZ0204",32,7,0.03
188,5,"CZ0204",33,8,0.04
189,5,"CZ0204",34,153,0.69
190,5,"CZ0204",35,14,0.06
191,5,"CZ0204",36,53,0.24
192,5,"CZ0204",37,92,0.42
193,5,"CZ0204",38,5,0.02
194,5,"CZ0204",39,663,3.00
195,5,"CZ0204",40,83,0.38
196,6,"CZ0205",1,11,0.07
197,6,"CZ0205",2,67,0.40
198,6,"CZ0205",3,55,0.33
199,6,"CZ0205",4,12,0.07
200,6,"CZ0205",5,2318,13.91
201,6,"CZ0205",6,302,1.81
202,6,"CZ0205",7,742,4.45
203,6,"CZ0205",8,10,0.06
204,6,"CZ0205",9,1269,7.62
205,6,"CZ0205",10,35,0.21
206,6,"CZ0205",11,34,0.20
207,6,"CZ0205",12,159,0.95
208,6,"CZ0205",13,39,0.23
209,6,"CZ0205",14,29,0.17
210,6,"CZ0205",15,28,0.17
211,6,"CZ0205",16,121,0.73
212,6,"CZ0205",17,16,0.10
213,6,"CZ0205",18,5,0.03
214,6,"CZ0205",19,43,0.26
215,6,"CZ0205",21,4,0.02
216,6,"CZ0205",22,69,0.41
217,6,"CZ0205",23,15,0.09
218,6,"CZ0205",24,293,1.76
219,6,"CZ0205",25,81,0.49
220,6,"CZ0205",26,2058,12.35
221,6,"CZ0205",27,2225,13.35
222,6,"CZ0205",28,1669,10.02
223,6,"CZ0205",29,17,0.10
224,6,"CZ0205",30,3765,22.60
225,6,"CZ0205",31,33,0.20
226,6,"CZ0205",32,8,0.05
227,6,"CZ0205",33,8,0.05
228,6,"CZ0205",34,119,0.71
229,6,"CZ0205",35,17,0.10
230,6,"CZ0205",36,27,0.16
231,6,"CZ0205",37,53,0.32
232,6,"CZ0205",38,1,0.01
233,6,"CZ0205",39,825,4.95
234,6,"CZ0205",40,79,0.47
235,7,"CZ0206",1,45,0.20
236,7,"CZ0206",2,125,0.57
237,7,"CZ0206",3,59,0.27
238,7,"CZ0206",4,13,0.06
239,7,"CZ0206",5,3877,17.56
240,7,"CZ0206",6,418,1.89
241,7,"CZ0206",7,776,3.51
242,7,"CZ0206",8,8,0.04
243,7,"CZ0206",9,1554,7.04
244,7,"CZ0206",10,75,0.34
245,7,"CZ0206",11,40,0.18
246,7,"CZ0206",12,188,0.85
247,7,"CZ0206",13,54,0.24
248,7,"CZ0206",14,22,0.10
249,7,"CZ0206",15,20,0.09
250,7,"CZ0206",16,207,0.94
251,7,"CZ0206",17,24,0.11
252,7,"CZ0206",18,12,0.05
253,7,"CZ0206",19,64,0.29
254,7,"CZ0206",21,8,0.04
255,7,"CZ0206",22,46,0.21
256,7,"CZ0206",23,24,0.11
257,7,"CZ0206",24,573,2.59
258,7,"CZ0206",25,152,0.69
259,7,"CZ0206",26,2660,12.04
260,7,"CZ0206",27,3311,14.99
261,7,"CZ0206",28,1926,8.72
262,7,"CZ0206",29,21,0.10
263,7,"CZ0206",30,4643,21.02
264,7,"CZ0206",31,43,0.19
265,7,"CZ0206",32,7,0.03
266,7,"CZ0206",33,8,0.04
267,7,"CZ0206",34,184,0.83
268,7,"CZ0206",35,26,0.12
269,7,"CZ0206",36,53,0.24
270,7,"CZ0206",37,128,0.58
271,7,"CZ0206",38,0,0.00
272,7,"CZ0206",39,575,2.60
273,7,"CZ0206",40,115,0.52
274,8,"CZ0207",1,30,0.12
275,8,"CZ0207",2,111,0.43
276,8,"CZ0207",3,55,0.21
277,8,"CZ0207",4,14,0.05
278,8,"CZ0207",5,4531,17.39
279,8,"CZ0207",6,507,1.95
280,8,"CZ0207",7,1260,4.84
281,8,"CZ0207",8,11,0.04
282,8,"CZ0207",9,1744,6.69
283,8,"CZ0207",10,54,0.21
284,8,"CZ0207",11,65,0.25
285,8,"CZ0207",12,330,1.27
286,8,"CZ0207",13,72,0.28
287,8,"CZ0207",14,32,0.12
288,8,"CZ0207",15,43,0.17
289,8,"CZ0207",16,218,0.84
290,8,"CZ0207",17,14,0.05
291,8,"CZ0207",18,14,0.05
292,8,"CZ0207",19,95,0.36
293,8,"CZ0207",21,12,0.05
294,8,"CZ0207",22,49,0.19
295,8,"CZ0207",23,27,0.10
296,8,"CZ0207",24,604,2.32
297,8,"CZ0207",25,139,0.53
298,8,"CZ0207",26,2904,11.15
299,8,"CZ0207",27,3562,13.67
300,8,"CZ0207",28,2276,8.74
301,8,"CZ0207",29,24,0.09
302,8,"CZ0207",30,6098,23.41
303,8,"CZ0207",31,57,0.22
304,8,"CZ0207",32,7,0.03
305,8,"CZ0207",33,11,0.04
306,8,"CZ0207",34,174,0.67
307,8,"CZ0207",35,22,0.08
308,8,"CZ0207",36,51,0.20
309,8,"CZ0207",37,106,0.41
310,8,"CZ0207",38,1,0.00
311,8,"CZ0207",39,618,2.37
312,8,"CZ0207",40,110,0.42
313,9,"CZ0208",1,28,0.13
314,9,"CZ0208",2,92,0.41
315,9,"CZ0208",3,67,0.30
316,9,"CZ0208",4,15,0.07
317,9,"CZ0208",5,3680,16.52
318,9,"CZ0208",6,402,1.81
319,9,"CZ0208",7,852,3.83
320,9,"CZ0208",8,19,0.09
321,9,"CZ0208",9,1357,6.09
322,9,"CZ0208",10,29,0.13
323,9,"CZ0208",11,50,0.22
324,9,"CZ0208",12,244,1.10
325,9,"CZ0208",13,57,0.26
326,9,"CZ0208",14,27,0.12
327,9,"CZ0208",15,31,0.14
328,9,"CZ0208",16,199,0.89
329,9,"CZ0208",17,10,0.04
330,9,"CZ0208",18,5,0.02
331,9,"CZ0208",19,72,0.32
332,9,"CZ0208",21,8,0.04
333,9,"CZ0208",22,49,0.22
334,9,"CZ0208",23,19,0.09
335,9,"CZ0208",24,566,2.54
336,9,"CZ0208",25,135,0.61
337,9,"CZ0208",26,2870,12.89
338,9,"CZ0208",27,3364,15.10
339,9,"CZ0208",28,1836,8.24
340,9,"CZ0208",29,30,0.13
341,9,"CZ0208",30,4829,21.68
342,9,"CZ0208",31,42,0.19
343,9,"CZ0208",32,11,0.05
344,9,"CZ0208",33,11,0.05
345,9,"CZ0208",34,170,0.76
346,9,"CZ0208",35,17,0.08
347,9,"CZ0208",36,42,0.19
348,9,"CZ0208",37,100,0.45
349,9,"CZ0208",38,2,0.01
350,9,"CZ0208",39,833,3.74
351,9,"CZ0208",40,101,0.45
352,10,"CZ0209",1,55,0.12
353,10,"CZ0209",2,205,0.46
354,10,"CZ0209",3,158,0.35
355,10,"CZ0209",4,27,0.06
356,10,"CZ0209",5,10005,22.36
357,10,"CZ0209",6,536,1.20
358,10,"CZ0209",7,1113,2.49
359,10,"CZ0209",8,19,0.04
360,10,"CZ0209",9,1635,3.65
361,10,"CZ0209",10,52,0.12
362,10,"CZ0209",11,48,0.11
363,10,"CZ0209",12,284,0.63
364,10,"CZ0209",13,75,0.17
365,10,"CZ0209",14,32,0.07
366,10,"CZ0209",15,49,0.11
367,10,"CZ0209",16,403,0.90
368,10,"CZ0209",17,27,0.06
369,10,"CZ0209",18,11,0.02
370,10,"CZ0209",19,127,0.28
371,10,"CZ0209",21,5,0.01
372,10,"CZ0209",22,85,0.19
373,10,"CZ0209",23,40,0.09
374,10,"CZ0209",24,1642,3.67
375,10,"CZ0209",25,328,0.73
376,10,"CZ0209",26,7675,17.15
377,10,"CZ0209",27,7568,16.92
378,10,"CZ0209",28,2843,6.35
379,10,"CZ0209",29,23,0.05
380,10,"CZ0209",30,6883,15.38
381,10,"CZ0209",31,44,0.10
382,10,"CZ0209",32,13,0.03
383,10,"CZ0209",33,19,0.04
384,10,"CZ0209",34,283,0.63
385,10,"CZ0209",35,57,0.13
386,10,"CZ0209",36,156,0.35
387,10,"CZ0209",37,313,0.70
388,10,"CZ0209",38,2,0.00
389,10,"CZ0209",39,1701,3.80
390,10,"CZ0209",40,200,0.45
391,11,"CZ020A",1,43,0.11
392,11,"CZ020A",2,162,0.40
393,11,"CZ020A",3,123,0.31
394,11,"CZ020A",4,23,0.06
395,11,"CZ020A",5,8411,20.93
396,11,"CZ020A",6,461,1.15
397,11,"CZ020A",7,831,2.07
398,11,"CZ020A",8,17,0.04
399,11,"CZ020A",9,1345,3.35
400,11,"CZ020A",10,47,0.12
401,11,"CZ020A",11,47,0.12
402,11,"CZ020A",12,224,0.56
403,11,"CZ020A",13,69,0.17
404,11,"CZ020A",14,35,0.09
405,11,"CZ020A",15,48,0.12
406,11,"CZ020A",16,322,0.80
407,11,"CZ020A",17,26,0.06
408,11,"CZ020A",18,10,0.02
409,11,"CZ020A",19,80,0.20
410,11,"CZ020A",21,11,0.03
411,11,"CZ020A",22,126,0.31
412,11,"CZ020A",23,35,0.09
413,11,"CZ020A",24,1689,4.20
414,11,"CZ020A",25,281,0.70
415,11,"CZ020A",26,8441,21.01
416,11,"CZ020A",27,7007,17.44
417,11,"CZ020A",28,2312,5.75
418,11,"CZ020A",29,16,0.04
419,11,"CZ020A",30,5425,13.50
420,11,"CZ020A",31,38,0.09
421,11,"CZ020A",32,14,0.03
422,11,"CZ020A",33,4,0.01
423,11,"CZ020A",34,264,0.66
424,11,"CZ020A",35,35,0.09
425,11,"CZ020A",36,104,0.26
426,11,"CZ020A",37,339,0.84
427,11,"CZ020A",38,4,0.01
428,11,"CZ020A",39,1525,3.80
429,11,"CZ020A",40,190,0.47
430,12,"CZ020B",1,112,0.41
431,12,"CZ020B",2,125,0.45
432,12,"CZ020B",3,74,0.27
433,12,"CZ020B",4,19,0.07
434,12,"CZ020B",5,3943,14.30
435,12,"CZ020B",6,449,1.63
436,12,"CZ020B",7,1114,4.04
437,12,"CZ020B",8,10,0.04
438,12,"CZ020B",9,2075,7.53
439,12,"CZ020B",10,61,0.22
440,12,"CZ020B",11,54,0.20
441,12,"CZ020B",12,289,1.05
442,12,"CZ020B",13,63,0.23
443,12,"CZ020B",14,24,0.09
444,12,"CZ020B",15,37,0.13
445,12,"CZ020B",16,234,0.85
446,12,"CZ020B",17,27,0.10
447,12,"CZ020B",18,13,0.05
448,12,"CZ020B",19,103,0.37
449,12,"CZ020B",21,12,0.04
450,12,"CZ020B",22,52,0.19
451,12,"CZ020B",23,18,0.07
452,12,"CZ020B",24,754,2.74
453,12,"CZ020B",25,132,0.48
454,12,"CZ020B",26,3298,11.96
455,12,"CZ020B",27,4183,15.18
456,12,"CZ020B",28,2445,8.87
457,12,"CZ020B",29,24,0.09
458,12,"CZ020B",30,5797,21.03
459,12,"CZ020B",31,47,0.17
460,12,"CZ020B",32,16,0.06
461,12,"CZ020B",33,10,0.04
462,12,"CZ020B",34,173,0.63
463,12,"CZ020B",35,31,0.11
464,12,"CZ020B",36,78,0.28
465,12,"CZ020B",37,115,0.42
466,12,"CZ020B",38,6,0.02
467,12,"CZ020B",39,1438,5.22
468,12,"CZ020B",40,109,0.40
469,13,"CZ020C",1,19,0.16
470,13,"CZ020C",2,65,0.56
471,13,"CZ020C",3,33,0.28
472,13,"CZ020C",4,10,0.09
473,13,"CZ020C",5,1688,14.47
474,13,"CZ020C",6,225,1.93
475,13,"CZ020C",7,588,5.04
476,13,"CZ020C",8,8,0.07
477,13,"CZ020C",9,1213,10.40
478,13,"CZ020C",10,30,0.26
479,13,"CZ020C",11,42,0.36
480,13,"CZ020C",12,112,0.96
481,13,"CZ020C",13,28,0.24
482,13,"CZ020C",14,13,0.11
483,13,"CZ020C",15,22,0.19
484,13,"CZ020C",16,110,0.94
485,13,"CZ020C",17,2,0.02
486,13,"CZ020C",18,3,0.03
487,13,"CZ020C",19,42,0.36
488,13,"CZ020C",21,8,0.07
489,13,"CZ020C",22,33,0.28
490,13,"CZ020C",23,10,0.09
491,13,"CZ020C",24,264,2.26
492,13,"CZ020C",25,67,0.57
493,13,"CZ020C",26,1130,9.69
494,13,"CZ020C",27,1643,14.08
495,13,"CZ020C",28,1011,8.67
496,13,"CZ020C",29,20,0.17
497,13,"CZ020C",30,2630,22.54
498,13,"CZ020C",31,32,0.27
499,13,"CZ020C",32,6,0.05
500,13,"CZ020C",33,5,0.04
501,13,"CZ020C",34,82,0.70
502,13,"CZ020C",35,15,0.13
503,13,"CZ020C",36,33,0.28
504,13,"CZ020C",37,73,0.63
505,13,"CZ020C",38,3,0.03
506,13,"CZ020C",39,273,2.34
507,13,"CZ020C",40,75,0.64
508,14,"CZ0311",1,53,0.12
509,14,"CZ0311",2,261,0.58
510,14,"CZ0311",3,185,0.41
511,14,"CZ0311",4,49,0.11
512,14,"CZ0311",5,6858,15.14
513,14,"CZ0311",6,704,1.55
514,14,"CZ0311",7,1448,3.20
515,14,"CZ0311",8,20,0.04
516,14,"CZ0311",9,3138,6.93
517,14,"CZ0311",10,77,0.17
518,14,"CZ0311",11,65,0.14
519,14,"CZ0311",12,352,0.78
520,14,"CZ0311",13,129,0.28
521,14,"CZ0311",14,55,0.12
522,14,"CZ0311",15,47,0.10
523,14,"CZ0311",16,400,0.88
524,14,"CZ0311",17,32,0.07
525,14,"CZ0311",18,13,0.03
526,14,"CZ0311",19,134,0.30
527,14,"CZ0311",21,31,0.07
528,14,"CZ0311",22,43,0.09
529,14,"CZ0311",23,31,0.07
530,14,"CZ0311",24,1122,2.48
531,14,"CZ0311",25,310,0.68
532,14,"CZ0311",26,5705,12.60
533,14,"CZ0311",27,6415,14.16
534,14,"CZ0311",28,4166,9.20
535,14,"CZ0311",29,31,0.07
536,14,"CZ0311",30,9133,20.17
537,14,"CZ0311",31,72,0.16
538,14,"CZ0311",32,21,0.05
539,14,"CZ0311",33,14,0.03
540,14,"CZ0311",34,266,0.59
541,14,"CZ0311",35,89,0.20
542,14,"CZ0311",36,200,0.44
543,14,"CZ0311",37,242,0.53
544,14,"CZ0311",38,4,0.01
545,14,"CZ0311",39,3129,6.91
546,14,"CZ0311",40,244,0.54
547,15,"CZ0312",1,16,0.13
548,15,"CZ0312",2,58,0.47
549,15,"CZ0312",3,40,0.32
550,15,"CZ0312",4,14,0.11
551,15,"CZ0312",5,1784,14.40
552,15,"CZ0312",6,193,1.56
553,15,"CZ0312",7,422,3.41
554,15,"CZ0312",8,18,0.15
555,15,"CZ0312",9,1029,8.30
556,15,"CZ0312",10,78,0.63
557,15,"CZ0312",11,13,0.10
558,15,"CZ0312",12,126,1.02
559,15,"CZ0312",13,40,0.32
560,15,"CZ0312",14,7,0.06
561,15,"CZ0312",15,23,0.19
562,15,"CZ0312",16,102,0.82
563,15,"CZ0312",17,11,0.09
564,15,"CZ0312",18,7,0.06
565,15,"CZ0312",19,34,0.27
566,15,"CZ0312",21,2,0.02
567,15,"CZ0312",22,8,0.06
568,15,"CZ0312",23,4,0.03
569,15,"CZ0312",24,270,2.18
570,15,"CZ0312",25,59,0.48
571,15,"CZ0312",26,1244,10.04
572,15,"CZ0312",27,1569,12.66
573,15,"CZ0312",28,1247,10.06
574,15,"CZ0312",29,6,0.05
575,15,"CZ0312",30,2650,21.38
576,15,"CZ0312",31,13,0.10
577,15,"CZ0312",32,6,0.05
578,15,"CZ0312",33,4,0.03
579,15,"CZ0312",34,88,0.71
580,15,"CZ0312",35,10,0.08
581,15,"CZ0312",36,52,0.42
582,15,"CZ0312",37,59,0.48
583,15,"CZ0312",38,3,0.02
584,15,"CZ0312",39,1016,8.20
585,15,"CZ0312",40,68,0.55
586,16,"CZ0313",1,50,0.23
587,16,"CZ0313",2,80,0.37
588,16,"CZ0313",3,51,0.24
589,16,"CZ0313",4,12,0.06
590,16,"CZ0313",5,2838,13.26
591,16,"CZ0313",6,372,1.74
592,16,"CZ0313",7,1046,4.89
593,16,"CZ0313",8,9,0.04
594,16,"CZ0313",9,1848,8.63
595,16,"CZ0313",10,42,0.20
596,16,"CZ0313",11,63,0.29
597,16,"CZ0313",12,174,0.81
598,16,"CZ0313",13,42,0.20
599,16,"CZ0313",14,14,0.07
600,16,"CZ0313",15,23,0.11
601,16,"CZ0313",16,159,0.74
602,16,"CZ0313",17,10,0.05
603,16,"CZ0313",18,8,0.04
604,16,"CZ0313",19,70,0.33
605,16,"CZ0313",21,71,0.33
606,16,"CZ0313",22,9,0.04
607,16,"CZ0313",23,14,0.07
608,16,"CZ0313",24,365,1.71
609,16,"CZ0313",25,310,1.45
610,16,"CZ0313",26,2019,9.43
611,16,"CZ0313",27,2943,13.75
612,16,"CZ0313",28,2069,9.67
613,16,"CZ0313",29,21,0.10
614,16,"CZ0313",30,4692,21.92
615,16,"CZ0313",31,48,0.22
616,16,"CZ0313",32,21,0.10
617,16,"CZ0313",33,20,0.09
618,16,"CZ0313",34,114,0.53
619,16,"CZ0313",35,16,0.07
620,16,"CZ0313",36,61,0.28
621,16,"CZ0313",37,78,0.36
622,16,"CZ0313",38,1,0.00
623,16,"CZ0313",39,1518,7.09
624,16,"CZ0313",40,105,0.49
625,17,"CZ0314",1,18,0.11
626,17,"CZ0314",2,79,0.48
627,17,"CZ0314",3,46,0.28
628,17,"CZ0314",4,9,0.05
629,17,"CZ0314",5,2507,15.27
630,17,"CZ0314",6,257,1.57
631,17,"CZ0314",7,664,4.05
632,17,"CZ0314",8,3,0.02
633,17,"CZ0314",9,1413,8.61
634,17,"CZ0314",10,34,0.21
635,17,"CZ0314",11,38,0.23
636,17,"CZ0314",12,143,0.87
637,17,"CZ0314",13,35,0.21
638,17,"CZ0314",14,15,0.09
639,17,"CZ0314",15,21,0.13
640,17,"CZ0314",16,143,0.87
641,17,"CZ0314",17,4,0.02
642,17,"CZ0314",18,4,0.02
643,17,"CZ0314",19,46,0.28
644,17,"CZ0314",21,3,0.02
645,17,"CZ0314",22,15,0.09
646,17,"CZ0314",23,13,0.08
647,17,"CZ0314",24,328,2.00
648,17,"CZ0314",25,82,0.50
649,17,"CZ0314",26,1855,11.30
650,17,"CZ0314",27,2309,14.07
651,17,"CZ0314",28,1476,8.99
652,17,"CZ0314",29,54,0.33
653,17,"CZ0314",30,3408,20.76
654,17,"CZ0314",31,45,0.27
655,17,"CZ0314",32,4,0.02
656,17,"CZ0314",33,2,0.01
657,17,"CZ0314",34,99,0.60
658,17,"CZ0314",35,37,0.23
659,17,"CZ0314",36,42,0.26
660,17,"CZ0314",37,96,0.58
661,17,"CZ0314",38,1,0.01
662,17,"CZ0314",39,1006,6.13
663,17,"CZ0314",40,59,0.36
664,18,"CZ0315",1,11,0.10
665,18,"CZ0315",2,55,0.51
666,18,"CZ0315",3,21,0.20
667,18,"CZ0315",4,6,0.06
668,18,"CZ0315",5,1583,14.73
669,18,"CZ0315",6,162,1.51
670,18,"CZ0315",7,420,3.91
671,18,"CZ0315",8,7,0.07
672,18,"CZ0315",9,922,8.58
673,18,"CZ0315",10,19,0.18
674,18,"CZ0315",11,22,0.20
675,18,"CZ0315",12,117,1.09
676,18,"CZ0315",13,22,0.20
677,18,"CZ0315",14,15,0.14
678,18,"CZ0315",15,17,0.16
679,18,"CZ0315",16,66,0.61
680,18,"CZ0315",17,6,0.06
681,18,"CZ0315",18,3,0.03
682,18,"CZ0315",19,41,0.38
683,18,"CZ0315",21,1,0.01
684,18,"CZ0315",22,9,0.08
685,18,"CZ0315",23,17,0.16
686,18,"CZ0315",24,208,1.94
687,18,"CZ0315",25,40,0.37
688,18,"CZ0315",26,1205,11.21
689,18,"CZ0315",27,1377,12.81
690,18,"CZ0315",28,1027,9.56
691,18,"CZ0315",29,13,0.12
692,18,"CZ0315",30,2266,21.08
693,18,"CZ0315",31,23,0.21
694,18,"CZ0315",32,3,0.03
695,18,"CZ0315",33,7,0.07
696,18,"CZ0315",34,53,0.49
697,18,"CZ0315",35,14,0.13
698,18,"CZ0315",36,41,0.38
699,18,"CZ0315",37,54,0.50
700,18,"CZ0315",38,3,0.03
701,18,"CZ0315",39,833,7.75
702,18,"CZ0315",40,39,0.36
703,19,"CZ0316",1,22,0.13
704,19,"CZ0316",2,73,0.45
705,19,"CZ0316",3,53,0.32
706,19,"CZ0316",4,12,0.07
707,19,"CZ0316",5,2126,13.01
708,19,"CZ0316",6,281,1.72
709,19,"CZ0316",7,727,4.45
710,19,"CZ0316",8,12,0.07
711,19,"CZ0316",9,1291,7.90
712,19,"CZ0316",10,48,0.29
713,19,"CZ0316",11,40,0.24
714,19,"CZ0316",12,161,0.98
715,19,"CZ0316",13,32,0.20
716,19,"CZ0316",14,22,0.13
717,19,"CZ0316",15,35,0.21
718,19,"CZ0316",16,133,0.81
719,19,"CZ0316",17,9,0.06
720,19,"CZ0316",18,5,0.03
721,19,"CZ0316",19,46,0.28
722,19,"CZ0316",21,6,0.04
723,19,"CZ0316",22,24,0.15
724,19,"CZ0316",23,16,0.10
725,19,"CZ0316",24,308,1.88
726,19,"CZ0316",25,86,0.53
727,19,"CZ0316",26,1688,10.33
